,glottocode,name,region,AES,EGIDS,L1_pop,L1_pop_prop,documentation,area
1113,cham1309,Chamalal,Europe,shifting,6b,500,14.56474929,detailed,302.4089225
1114,chok1245,Chokwe,Africa,not endangered,3,977700,81823.94432,detailed,208953.6631
1115,east2563,Eastern Cham,South-Eastern Asia,threatened,6b,72900,464.2329172,basic,1024.434345
1116,chen1259,Chenapian,Oceania,shifting,6b,180,25.21466989,little or none,29.82886041
1117,ashe1273,Ashéninka Pajonal,South America,threatened,6b,12000,1511.293054,basic,4620.591993
1118,cabe1245,Cabécar,Central America,shifting,6b,8840,178.3270463,basic,3210.077205
1119,shor1247,Shor,Europe,moribund,6b,2840,336.0453532,detailed,14123.35239
1120,chua1250,Chuave,Oceania,not endangered,5,23100,224.8113541,basic,325.7760767
1121,cent1972,Central Kurdish,Arab,not endangered,2,6750000,74536.90627,detailed,68851.25456
1122,chak1270,Chak,South-Eastern Asia,threatened,6a,4000,11.64657148,detailed,343.9641432
1123,ciba1236,Cibak,Western Africa,not endangered,6a,100000,1368.775022,basic,129.1520491
1124,anuf1239,Anufo,Western Africa,not endangered,5,137600,1639.06414,detailed,2774.607316
1125,kaja1254,Kajakse,Africa,not endangered,6a,10000,902.9766492,little or none,8478.846986
1126,kair1267,Kairak,Oceania,not endangered,6a,900,26.87367854,little or none,42.28747517
1127,chuk1273,Chukchi,Europe,shifting,6b,5100,80924.48164,detailed,186825.204
1128,koas1236,Koasati,Northern America,moribund,8a,200,6.476976236,detailed,189.8082324
1129,kava1241,Kavalan,Asia,nearly extinct,8b,24,0.559983499,detailed,735.9945407
1130,caka1240,Caka,Africa,threatened,6b,5000,51.5364511,little or none,31.31413385
1131,cakf1236,Cakfem-Mushere-Jibyal,Western Africa,not endangered,6a,5000,30.17452613,basic,275.0751718
1132,ronn1241,Ron,Western Africa,not endangered,6a,115000,572.741887,detailed,1467.17275
1133,chil1280,Chilcotin,Northern America,moribund,7,930,6640.694147,detailed,597.526662
1134,chal1275,Chaldean Neo-Aramaic,Arab,shifting,7,100000,500.4547055,detailed,193.065461
1135,leal1235,Lealao Chinantec,Central America,threatened,5,2000,67.29458624,detailed,81.14569183
1136,chil1275,Chilisso,Southern Asia,shifting,6a,1000,7.778869191,basic,31.27971809
1137,chak1271,Chakali,Western Africa,shifting,6b,6000,225.6321639,detailed,348.6340478
1138,idum1241,Idu,Southern Asia,threatened,6a,11080,3917.293622,detailed,18622.61259
1139,chal1269,Chala,Western Africa,shifting,6a,3000,41.6969694,basic,44.8181261
1140,clal1241,Clallam,Northern America,extinct,9,5,0.101258249,detailed,184.1479514
1141,lowl1260,Lowland Oaxaca Chontal,Central America,moribund,8a,1060,55.53714451,detailed,68.08549045
1142,calu1238,Caluyanun,South-Eastern Asia,not endangered,5,30000,184.5396951,basic,126.0356251
1143,chul1246,Chulym Turkic,Europe,moribund,8b,44,7.814251082,detailed,1375.614106
1144,east2558,Eastern Highland Chatino,Central America,not endangered,6b,1800,50.24599648,little or none,94.27265741
1145,maaa1253,Maa,South-Eastern Asia,not endangered,6a,33300,183.1877764,basic,3144.990899
1146,cerm1238,Cerma,Western Africa,not endangered,5,63100,922.5034363,basic,2785.49872
1147,embe1262,Emberá-Chamí,South America,threatened,5,5510,32.67401955,detailed,12681.64083
1148,camp1262,Campalagian,South-Eastern Asia,not endangered,6a,30000,159.3882603,basic,111.8696335
1149,cent1992,Central Mnong,South-Eastern Asia,threatened,5,70000,4713.408919,basic,20160.0444
1150,mroc1235,Mro Chin,South-Eastern Asia,threatened,6b,75000,1500.373561,basic,3219.182758
1151,chan1309,Changthang,Southern Asia,threatened,6a,10100,4136.718307,basic,2139.875441
1152,chin1478,Chinbon Chin,South-Eastern Asia,not endangered,6a,19600,717.5045415,little or none,5943.122609
1153,coon1239,Côông,South-Eastern Asia,moribund,6a,2030,49.43115361,little or none,30.15005461
1154,nort2722,Northern Qiang,Asia,shifting,7,57800,5761.944745,detailed,4024.357291
1155,haka1240,Haka Chin,Southern Asia,shifting,3,125000,6545.827186,basic,3985.027233
1156,asha1243,Asháninka,South America,threatened,5,26000,1566.63412,basic,17708.91939
1157,khum1248,Khumi Chin,Southern Asia,not endangered,5,62090,1848.008544,basic,4238.095268
1158,lala1270,Lalana Chinantec,Central America,threatened,5,10700,315.5215676,basic,982.0599379
1159,cent2117,Central Asmat,South-Eastern Asia,threatened,6b,7000,1392.126012,detailed,15777.91768
1160,tepe1279,Tepetotutla Chinantec,Central America,shifting,6b,1850,49.10991014,basic,349.4577877
1161,chen1266,Western Algerian Berber,Arab,threatened,7,76300,315.342939,detailed,3136.512336
1162,ngaw1239,Ngawn Chin,South-Eastern Asia,not endangered,5,15000,360.1577033,little or none,301.0910901
1163,chic1271,Chicomuceltec,Central America,extinct,9,1600,41.10467926,basic,16649.64694
1164,coco1261,Cocopa,Central America,shifting,7,350,7.647384017,detailed,1192.335679
1165,coca1259,Cocama-Cocamilla,South America,nearly extinct,8a,250,206.8280936,detailed,29249.79832
1166,kore1283,Koreguaje,South America,shifting,6b,2100,249.3742628,detailed,3355.381108
1167,colo1256,Tsafiki,South America,shifting,6b,2300,28.4693868,detailed,341.2124974
1168,chon1284,Chong of Chanthaburi,South-Eastern Asia,moribund,8a,500,3.740655876,detailed,121.095409
1169,chon1287,Chonyi-Dzihana-Kauma,Africa,not endangered,6a,184000,478.4139147,basic,284.2577467
1170,coch1272,Cochimi,Central America,extinct,9,0,0.0,basic,34196.40629
1171,sant1424,Santa Teresa Cora,Central America,threatened,5,3880,595.071079,little or none,217.0819842
1172,colu1241,Columbia-Wenatchi,Northern America,nearly extinct,8a,40,9.598305105,detailed,2138.043484
1173,coma1245,Comanche,Northern America,moribund,8a,100,4.824956396,detailed,116.2888547
1174,cofa1242,Cofán,South America,shifting,5,2400,46.77338752,basic,3911.827367
1175,como1259,Comox,Northern America,nearly extinct,8a,40,3.02426658,detailed,273.1192695
1176,copt1239,Coptic,Arab,extinct,9,0,0.0,detailed,165856.1003
1177,coqu1236,Coquille,Northern America,extinct,10,0,0.0,little or none,49520.52719
1178,cors1241,Corsican,Europe,not endangered,4,31000,1050.374575,detailed,8789.103535
1179,caqu1242,Caquinte,South America,shifting,5,300,54.1017682,detailed,1007.110965
1180,wame1240,Wamey,Western Africa,threatened,6b,23670,949.2106086,detailed,1585.511737
1181,caom1238,Cao Miao,Asia,not endangered,6a,63600,626.1889234,detailed,301.8750931
1182,cowl1242,Cowlitz,Northern America,extinct,8b,310,8.733125422,basic,8082.278136
1183,nant1250,Nanti,South America,threatened,6a,250,91.45296076,detailed,185.2350817
1184,choc1279,Chocholtec,Central America,threatened,8b,540,23.85982522,detailed,86.60395961
1185,pala1351,Palantla Chinantec,Central America,threatened,6a,25000,410.6777393,basic,560.0531529
1186,ucay1237,Ucayali-Yurúa Ashéninka,South America,threatened,5,7870,6363.15055,basic,20551.76347
1187,ajyi1238,Ajyíninka Apurucayali,South America,threatened,6b,4000,1405.751574,detailed,2784.932664
1188,capp1239,Cappadocian Greek,Europe,shifting,8b,0,0.0,detailed,7386.377742
1189,cher1271,Cherepon,Western Africa,not endangered,6a,111000,179.7668047,basic,201.4144885
1190,capi1239,Capiznon,South-Eastern Asia,not endangered,6a,639000,1884.185735,basic,922.1425276
1191,pich1237,Pichis Ashéninka,South America,threatened,5,12000,1594.072185,detailed,6158.808583
1192,sout3127,South Ucayali Ashéninka,South America,threatened,5,13000,7564.371951,little or none,5870.137407
1193,char1269,Chara,Africa,shifting,6a,13000,155.4336003,basic,545.2937549
1194,lonw1238,Lonwolwol,Oceania,shifting,5,1200,116.3102761,detailed,107.7700918
1195,coeu1236,Coeur d'Alene,Northern America,nearly extinct,8b,2,0.056319778,detailed,1033.083016
1196,cara1271,Caramanta,South America,threatened,10,0,0.0,little or none,18579.02406
1197,crim1257,Crimean Tatar,Arab,moribund,5,175370,12798.96853,basic,118246.1999
1198,sout2978,Southern East Cree,Northern America,threatened,5,7310,824132.2035,basic,1484.695777
1199,plai1258,Plains Cree,Northern America,moribund,5,260,628.1307842,detailed,13944.24126
1200,nort1552,Northern East Cree,Northern America,threatened,5,5310,30528.41749,basic,689.4290962
1201,moos1236,Moose Cree,Northern America,threatened,6b,3000,6280.337566,detailed,539.861524
1202,elna1235,El Nayar Cora,Central America,threatened,5,9480,314.6537648,detailed,5800.508582
1203,crow1244,Crow,Northern America,shifting,6b,3000,2809.613688,detailed,9015.179562
1204,iyow1239,Iyo'wujwa Chorote,South America,shifting,5,4400,4013.100042,detailed,2984.642372
1205,iyoj1235,Iyojwa'ja Chorote,South America,shifting,6b,800,63.7741294,detailed,1570.282117
1206,chau1258,Chaura,Southern Asia,shifting,6a,5910,,little or none,5.332448631
1207,chra1242,Chrau,South-Eastern Asia,threatened,6b,7000,10.75875204,detailed,4872.435385
1208,carr1249,Carrier,Northern America,moribund,7,1530,1078.352436,detailed,1464.015066
1209,cori1240,Cori,Western Africa,threatened,6a,1000,5.154353457,basic,74.03806231
1210,cruz1243,Cruzeño,Northern America,extinct,9,0,0.0,little or none,52.05545169
1211,chil1282,Chiltepec Chinantec,Central America,threatened,8b,0,0.0,basic,41.20939538
1212,kash1274,Kashubian,Europe,threatened,8a,50000,217.5342976,detailed,374.5519474
1213,asho1236,Asho Chin,South-Eastern Asia,not endangered,5,34000,580.1374862,detailed,10516.0709
1214,coas1301,Coast Miwok,Northern America,extinct,9,0,0.0,basic,2175.496976
1215,jola1262,Jola-Esulalu,Western Africa,threatened,5,45100,495.3430002,detailed,1294.587403
1216,cent2140,Central Sierra Miwok,Northern America,nearly extinct,8b,12,0.919431335,detailed,331.5113904
1217,soch1239,Sochiapam Chinantec,Central America,shifting,5,3590,82.85306357,detailed,117.8021168
1218,muts1243,Southern Ohlone,Northern America,extinct,9,1,0.031692671,detailed,9666.720079
1219,nort2969,Northern Ohlone,Northern America,extinct,9,0,0.0,little or none,8306.523764
1220,swam1239,Swampy Cree,Northern America,threatened,6b,85,307.3546649,detailed,3768.598419
1221,siyi1240,Sizang Chin,South-Eastern Asia,not endangered,5,10000,212.8617827,detailed,291.2554544
1222,tata1258,Tataltepec Chatino,Central America,threatened,6b,2640,70.18644444,detailed,115.8087399
1223,tedi1235,Tedim Chin,Southern Asia,not endangered,5,344000,11883.30139,basic,11057.21513
1224,tepi1241,Tepinapa Chinantec,Central America,threatened,6a,11800,235.5391324,little or none,134.8172881
1225,chit1275,Chittagonian,Southern Asia,not endangered,3,13000000,13869.16275,detailed,12922.70218
1226,tlac1239,Tlacoatzintepec Chinantec,Central America,shifting,6a,1720,27.76652663,basic,167.5454503
1227,chit1248,Chitimacha,Northern America,extinct,9,300,17.51187286,basic,33209.96585
1228,chhi1245,Chintang,Southern Asia,shifting,6b,3710,5.814990151,detailed,18.22419536
1229,embe1260,Emberá-Catío,South America,threatened,6a,15040,499.2641911,basic,13165.6269
1230,west2644,Western Highland Chatino,Central America,threatened,5,16000,434.0881869,detailed,730.5197672
1231,nort2883,Northern Catanduanes Bicolano,South-Eastern Asia,not endangered,6a,77500,480.2759593,little or none,641.0042749
1232,waya1264,Wayanad Chetti,Southern Asia,threatened,6a,5000,12.53587025,little or none,82.78090288
1233,chol1282,Chol,Central America,not endangered,5,145000,1593.027782,detailed,695.2252403
1234,zaca1242,Zacatepec Chatino,Central America,shifting,7,450,12.59925035,detailed,115.3199401
1235,cuaa1241,Cua,South-Eastern Asia,threatened,6b,12000,67.30150187,basic,1186.365427
1236,cube1242,Cubeo,South America,shifting,3,6250,1844.005215,detailed,11191.81547
1237,usil1237,Usila Chinantec,Central America,threatened,6a,7410,114.6912613,basic,112.8022945
1238,,Chung,Africa,not endangered,5,2000,24.17434446,little or none,35.20647951
1239,chuk1274,Chuka,Africa,not endangered,6a,70000,281.9401709,basic,1224.731411
1240,cuib1242,Cuiba,South America,shifting,5,2850,571.1042414,detailed,10694.45091
1241,mash1270,Mashco Piro,South America,threatened,6b,60,21.2508039,little or none,3984.946335
1242,sanb1242,San Blas Kuna,South America,threatened,5,57100,7661.569981,detailed,8969.576778
1243,culi1244,Culina,South America,shifting,6b,3900,8153.85378,detailed,31878.55722
1244,cuma1240,Cumanagoto,South America,shifting,8b,49,0.935840498,basic,22816.71691
1245,cupe1243,Cupeño,Northern America,extinct,9,700,15.83268067,detailed,13069.69118
1246,cunn1236,Cun,Asia,moribund,6a,80000,499.2580737,detailed,161.4962915
1247,chhu1238,Chhulung,Southern Asia,shifting,7,2050,3.350034934,basic,17.87724774
1248,teut1235,Teutila Cuicatec,Central America,shifting,6b,3140,64.2789294,basic,202.310314
1249,taiy1242,Tai Ya,Asia,not endangered,6a,50400,556.9251281,basic,134.5538844
1250,cuvo1236,Cuvok,Africa,not endangered,5,5000,21.65167062,basic,76.00413171
1251,chuk1270,Chukwa,Southern Asia,nearly extinct,8a,100,1.367511032,little or none,4.154079434
1252,tepe1280,Tepeuxila Cuicatec,Central America,shifting,6a,8680,220.1814525,basic,538.3613311
1253,chug1252,Chug,Southern Asia,threatened,6a,850,49.55769595,detailed,29.2589838
1254,vall1253,Valle Nacional Chinantec,Central America,threatened,7,440,7.650870811,little or none,23.26430697
1255,kabw1241,Kabwa,Africa,shifting,6b,14000,106.8398453,basic,81.82566672
1256,main1272,Maindo,Africa,threatened,6a,21000,548.2089674,little or none,1037.174267
1257,wood1236,Woods Cree,Northern America,threatened,6b,75,3408.463712,detailed,1224.328456
1258,kwer1261,Kwere,Africa,threatened,6b,98000,1937.324458,basic,3055.11363
1259,chew1245,Chewong,South-Eastern Asia,moribund,6b,460,7.571748203,basic,691.0012351
1260,kuwa1246,Kuwaataay,Western Africa,shifting,5,6210,67.52555319,detailed,91.49104642
1261,nopa1235,Nopala Chatino,Central America,not endangered,5,8940,232.4038968,detailed,428.6646887
1262,cayu1262,Cayubaba,South America,nearly extinct,8b,798,2374.476334,basic,11571.73892
1263,wels1247,Welsh,Europe,threatened,2,508000,20831.86831,detailed,12724.79194
1264,cuyo1237,Cuyonon,South-Eastern Asia,not endangered,5,123000,1552.47916,basic,2247.194132
1265,zenz1235,Zenzontepec Chatino,Central America,not endangered,6a,8490,258.9096516,detailed,330.4316292
1266,zotu1235,Zotung Chin,South-Eastern Asia,not endangered,5,40000,2883.81049,basic,2733.478566
1267,dang1274,Dangaleat,Africa,threatened,5,60000,2257.112424,detailed,1039.512938
1268,damb1246,Dambi,Oceania,threatened,6a,350,18.71595657,little or none,4.14416748
1269,mari1428,Marik,Oceania,not endangered,5,3500,122.4236688,basic,190.840241
1270,duup1238,Duupa,Africa,not endangered,5,5000,98.68581245,little or none,537.5339948
1271,dagb1246,Dagbani,Western Africa,not endangered,4,800000,7913.148364,detailed,16204.71982
1272,gwah1244,Gwahatike,Oceania,not endangered,5,1570,98.24312032,basic,48.28633605
1273,dayy1236,Day,Africa,not endangered,6a,49900,838.845244,detailed,1608.541163
1274,darf1239,Dar Fur Daju,Arab,not endangered,6a,7000,103.6887305,basic,1855.01981
1275,dako1258,Dakota,Northern America,shifting,8a,20460,21183.26171,detailed,23055.94783
1276,daha1245,Dahalo,Africa,shifting,8a,400,14.17421068,detailed,633.3839939
1277,dani1285,Danish,Europe,not endangered,1,5401000,46154.73992,detailed,45268.71459
1278,daai1236,Daai Chin,South-Eastern Asia,not endangered,5,37000,2553.497945,detailed,4050.85318
1279,dand1238,Dandami Maria,Southern Asia,not endangered,6a,200000,3821.276415,detailed,16070.44328
1280,darg1241,North-Central Dargwa,Europe,threatened,4,486000,7909.579314,detailed,4654.763654
1281,daho1238,Daho-Doo,Western Africa,shifting,6a,4000,114.5157843,little or none,572.393052
1282,dars1235,Dar Sila Daju,Arab,not endangered,6a,70100,2909.79236,little or none,14500.48164
1283,tait1250,Taita,Africa,not endangered,5,254000,8260.417705,detailed,9325.275963
1284,dava1245,Davawenyo,South-Eastern Asia,not endangered,6a,147000,1221.354677,basic,1285.478383
1285,dayi1244,Dayi,Australia and New Zealand,nearly extinct,7,170,2542.306934,basic,2578.088214
1286,daoo1238,Dao,South-Eastern Asia,shifting,6a,250,11.12059386,little or none,1338.379794
1287,bang1363,Bangime,Western Africa,shifting,6a,2000,36.61490349,detailed,40.19413569
1288,deno1239,Deno,Western Africa,not endangered,6a,6000,56.98582584,little or none,121.8261825
1289,dadi1249,Dadiya,Western Africa,not endangered,6a,30000,179.5459569,little or none,290.3068012
1290,dabe1239,Dabe,South-Eastern Asia,shifting,7,440,118.9234503,little or none,67.64110852
1291,edop1238,Edopi,South-Eastern Asia,threatened,5,1500,67.90662384,basic,411.4780169
1292,dogu1235,Dogul Dom Dogon,Western Africa,threatened,6a,15700,267.9809585,basic,753.694581
1293,doka1242,Doka,Western Africa,threatened,6a,11400,54.9701321,little or none,67.99179196
1294,idaa1241,Ida'an,South-Eastern Asia,threatened,6b,10000,192.4574354,detailed,4657.70352
1295,dyir1250,Dyirbal,Australia and New Zealand,moribund,8a,29,3.714579906,detailed,2715.966689
1296,dugu1249,Duguri,Western Africa,threatened,7,65000,534.4383842,little or none,1516.320271
1297,duri1243,Duriankere,South-Eastern Asia,moribund,8b,30,1.524792293,little or none,1.992553861
1298,dulb1238,Dulbu,Western Africa,moribund,8b,100,0.706759687,little or none,23.03765061
1299,duwa1244,Duwai,Western Africa,not endangered,6a,11400,150.078478,basic,371.1172559
1300,nucl1683,Daba,Africa,threatened,5,25000,122.375553,basic,606.3582762999999
1301,daba1260,Dabarre,Africa,threatened,6a,23000,1949.55094,basic,6952.360859
1302,bond1248,Najamba-Kindige,Western Africa,threatened,6a,24700,583.2612583,detailed,1739.041089
1303,dibi1240,Dibiyaso,Oceania,shifting,6a,1950,1396.689131,little or none,1435.373946
1304,decc1239,Deccan,Southern Asia,not endangered,6a,12800000,56506.93477,little or none,47021.20271
1305,nege1244,Negerhollands,Central America,extinct,10,0,0.0,detailed,415.4323704
1306,dong1294,Dongotono,Africa,threatened,6b,5000,40.1350161,little or none,445.2342404
1307,doon1238,Doondo,Africa,not endangered,6b,75000,3839.394297,basic,2586.688384
1308,fata1247,Fataluku,South-Eastern Asia,not endangered,6a,37000,777.6206688,basic,1150.918751
1309,diod1237,Diodio,Oceania,not endangered,6a,2180,49.47373361,little or none,205.2955401
1310,jaru1254,Jaru,Australia and New Zealand,moribund,7,360,121446.0579,detailed,35570.19309
1311,dend1243,Dendi (Benin),Western Africa,not endangered,3,514100,6647.759803,basic,3162.061
1312,dido1241,Tsez,Europe,shifting,6b,11700,458.392735,basic,579.1444105
1313,donn1239,Donno So Dogon,Western Africa,not endangered,5,45300,701.8055509,detailed,674.3391963
1314,dawe1237,Dawera-Daweloor,South-Eastern Asia,shifting,7,1270,70.50940771,basic,25.17699773
1315,dagi1241,Dagik,Arab,not endangered,6a,0,0.0,detailed,211.8476466
1316,dedu1240,Dedua,Oceania,not endangered,4,6500,329.5709267,basic,145.1007056
1317,dewo1238,Dewoin,Western Africa,shifting,6a,8100,31.19031245,basic,301.5088532
1318,dezf1238,Dezfuli-Shushtari,Southern Asia,nearly extinct,6a,0,0.0,detailed,610.3738559
1319,dege1246,Degema,Western Africa,not endangered,6a,10000,12.29380119,detailed,102.8987282
1320,dehw1238,Dehwari,Southern Asia,not endangered,6a,13000,308.8379412,little or none,5859.736792
1321,demi1242,Demisa,South-Eastern Asia,shifting,6a,400,80.80854809,little or none,1834.533076
1322,demm1245,Dem,South-Eastern Asia,shifting,6a,1000,22.09064384,little or none,413.4449636
1323,dend1242,Dendi (Central African Republic),Africa,not endangered,6a,10000,522.4685809,basic,521.3637253
1324,deor1238,Deori,Southern Asia,shifting,5,28000,198.4578875,detailed,924.1111887
1325,desa1247,Desano,South America,shifting,6b,3420,1630.258984,detailed,2631.127264
1326,stan1295,German,Europe,not endangered,1,70226400,662573.8774,detailed,452214.1326
1327,domu1246,Domung,Oceania,not endangered,6a,2330,147.5414087,little or none,95.26771947
1328,deng1250,Dengese,Africa,not endangered,6a,8600,858.4068993,basic,14229.31629
1329,sout2789,Central Dagaare,Western Africa,not endangered,4,700000,11571.01779,detailed,5815.568272
1330,buno1241,Bunoge Dogon,Western Africa,shifting,6b,1000,14.83506914,detailed,110.1481287
1331,casi1235,Casiguran-Nagtipunan Agta,South-Eastern Asia,shifting,5,610,6.06779222,basic,2097.996403
1332,daga1272,Dagaari Dioula,Western Africa,not endangered,6a,21000,409.5581301,little or none,0.23784605
1333,dege1247,Degenan,Oceania,not endangered,6a,790,50.04904119,little or none,4.632598093
1334,doga1238,Doga,Oceania,shifting,6b,200,10.26282144,little or none,16.33697161
1335,dghw1239,Dghwede,Western Africa,not endangered,6a,30000,163.2506014,basic,60.76718107
1336,nort2780,Northern Dagara,Western Africa,not endangered,5,388000,5404.317511,detailed,4189.683891
1337,dagb1248,Dagba,Africa,not endangered,6a,34000,3612.547997,basic,6624.005804
1338,dago1245,Dagoman,Australia and New Zealand,extinct,10,0,0.0,little or none,12037.6928
1339,dogr1250,Dogri,Southern Asia,not endangered,4,2280000,6590.303906,basic,12396.82925
1340,dogr1252,Dogrib,Northern America,shifting,5,2080,877.0519019,basic,534.4284223
1341,dogo1294,Dogoso,Western Africa,not endangered,6b,9000,196.383683,basic,148.7004563
1342,dogh1241,Doghoro,Oceania,threatened,6a,270,30.23704433,little or none,116.8307378
1343,daga1275,Daga,Oceania,not endangered,5,9000,888.5337623,detailed,2848.895314
1344,dhun1238,Dhundari,Southern Asia,not endangered,5,1870000,2627.595549,basic,19209.16795
1345,dhan1270,Dhangu,Australia and New Zealand,moribund,5,270,4465.487696,detailed,278.480055
1346,dhim1246,Dhimal,Southern Asia,shifting,6b,19750,17.73567582,detailed,1903.470257
1347,dhal1245,Dhalandji,Australia and New Zealand,nearly extinct,8b,20,796.6341352,detailed,8050.349674
1348,zemb1238,Zemba,Africa,threatened,5,30000,6671.106718,basic,101919.2836
1349,dhan1264,Dhanki,Southern Asia,not endangered,3,139000,493.1288597,detailed,684.9441881
1350,dhod1238,Dhodia-Kukna,Southern Asia,not endangered,6a,169000,297.05283,basic,1438.108896
1351,dhar1247,Dhargari,Australia and New Zealand,nearly extinct,8b,1,278.5448339,basic,7486.461626
1352,dhai1238,Dhaiso,Africa,shifting,7,5000,38.70627448,little or none,31.41348475
1353,dhur1239,Dhurga,Australia and New Zealand,extinct,10,0,0.0,basic,24120.65722
1354,dehu1237,Dehu,Oceania,not endangered,4,13000,2607.533502,detailed,1163.035686
1355,koch1253,Kochariya-East Danuwar,Southern Asia,shifting,7,45800,40.18236469,little or none,141.0002611
1356,diaa1238,Alu-Sinagen,Oceania,shifting,6a,1840,127.4218255,little or none,494.7216779
1357,sout2833,South Central Dinka,Africa,not endangered,4,250000,8501.447059,detailed,22960.89705
1358,lako1244,Lakota Dida,Western Africa,not endangered,6a,93800,887.8623698,detailed,6072.758864
1359,didi1258,Didinga,Africa,not endangered,5,60000,460.8939477,basic,4445.673395
1360,dier1241,Dieri,Australia and New Zealand,moribund,8b,10,4557.515706,detailed,54851.83414
1361,digo1243,Digo,Africa,not endangered,5,305000,2629.382114,detailed,5147.271884
1362,kumi1248,Tipai,Northern America,moribund,8a,370,1.319727815,detailed,2124.506939
1363,dimb1238,Dimbong,Africa,shifting,7,140,4.684000073,little or none,59.12537687
1364,daii1240,Dai,South-Eastern Asia,threatened,6b,820,45.52575931,little or none,16.55232158
1365,sout2832,Southwestern Dinka,Africa,not endangered,4,450000,10184.8214,detailed,55895.31519
1366,dill1242,Dilling,Arab,shifting,8a,5300,365.2174762,detailed,456.1252967
