,name,macroarea,latitude,longitude,glottocode,countries,family_id,lineage,level,category,aes
324,Artificial Language,,,,arti1236,,,,family,Pseudo_Family,
325,Furan,,13.39915,22.26565,fura1235,,,,family,Family,
326,Vilela,South America,-27.4063,-58.9661,vile1241,AR,,,language,Spoken_L1_Language,6
327,Karankawa,North America,28.9082,-96.4856,kara1289,US,,,language,Spoken_L1_Language,6
328,Yerakai,Papunesia,-4.28828,142.947,yera1243,PG,,,language,Spoken_L1_Language,3
329,Palaihnihan,,40.7625,-120.926,pala1350,,,,family,Family,
330,Hruso,Eurasia,27.27,92.63,hrus1242,IN,,,language,Spoken_L1_Language,3
331,Sino-Tibetan,,28.270614063065448,97.82197014749332,sino1245,,,,family,Family,
332,Hibito-Cholon,,-7.90731,-76.83105,hibi1242,,,,family,Family,
333,Lengua-Mascoy,,-22.58419283552177,-58.33805777850725,leng1261,,,,family,Family,
334,Unattested,,,,unat1236,,,,family,Pseudo_Family,
335,Anem,Papunesia,-5.54836,148.993,anem1249,PG,,,language,Spoken_L1_Language,3
336,Ongota,Africa,5.29807,37.025,bira1253,ET,,,language,Spoken_L1_Language,5
337,Yurumanguí,South America,3.436864,-76.522636,yuru1243,CO,,,language,Spoken_L1_Language,6
338,Nambiquaran,,-13.275222541666666,-60.12053629166667,namb1299,,,,family,Family,
339,Chukotko-Kamchatkan,,60.37144633333333,163.94883833333333,chuk1271,,,,family,Family,
340,Andaqui,South America,2.74999,-76.0,anda1286,CO,,,language,Spoken_L1_Language,6
341,Ta-Ne-Omotic,,7.564085692243581,36.38506122106602,gong1255,,,,family,Family,
342,Coosan,,43.37867898182487,-124.2147615037506,coos1248,,,,family,Family,
343,Arawan,,-6.3069066666666656,-66.69510833333332,araw1282,,,,family,Family,
344,Dibiyaso,Papunesia,-7.82096,142.779,dibi1240,PG,,,language,Spoken_L1_Language,3
345,Savosavo,Papunesia,-9.12853,159.814,savo1255,SB,,,language,Spoken_L1_Language,3
346,Pahoturi,,-8.922485,142.41649999999998,paho1240,,,,family,Family,
347,Tauade,Papunesia,-8.3486,147.094,taua1242,PG,,,language,Spoken_L1_Language,1
348,Lafofa,Africa,10.3357,30.7331,lafo1243,SD,,,language,Spoken_L1_Language,3
349,Zamucoan,,-19.82757475,-59.01454825,zamu1243,,,,family,Family,
350,Dajuic,,10.94311949905767,26.570779698290437,daju1249,,,,family,Family,
351,Jarawa-Onge,,11.36074453300006,92.61963951900005,jara1244,,,,family,Family,
352,Oti,South America,-24.3153231,-50.5580261,otii1244,BR,,,language,Spoken_L1_Language,6
353,Nyulnyulan,,-17.31267110899999,122.98263951616669,nyul1248,,,,family,Family,
354,Northern Daly,,-12.9569,130.67,nort1547,,,,family,Family,
355,Tai-Kadai,,21.86688817180099,107.894933873295,taik1256,,,,family,Family,
356,Iroquoian,,39.24798437928105,-79.59238130908925,iroq1247,,,,family,Family,
357,Rashad,,11.99345,31.0209,rash1249,,,,family,Family,
358,Abkhaz-Adyge,,43.692403000000006,40.8701525,abkh1242,,,,family,Family,
359,Kujarge,Africa,11.7473,22.1956,kuja1239,TD,,,language,Spoken_L1_Language,3
360,Kwaza,South America,-11.6667,-61.1833,kwaz1243,BR,,,language,Spoken_L1_Language,4
361,Konda-Yahadian,,-1.88476,132.078,kond1302,,,,family,Family,
362,Yetfa,Papunesia,-4.05884,140.653,yetf1238,ID;PG,,,language,Spoken_L1_Language,3
363,Sentanic,,-2.4622525,140.336875,sent1261,,,,family,Family,
364,Charruan,,-34.133396333333344,-56.137959,char1238,,,,family,Family,
365,Kutenai,North America,48.7892,-115.065,kute1249,CA;US,,,language,Spoken_L1_Language,5
366,Mawes,Papunesia,-2.36944,139.752,mawe1251,ID,,,language,Spoken_L1_Language,3
367,Hoti,South America,5.63879,-65.4267,yuwa1244,VE,,,language,Spoken_L1_Language,3
368,Kiowa-Tanoan,,35.437165791666665,-104.46284583333332,kiow1265,,,,family,Family,
369,Jicaquean,,15.0478,-87.5386,jica1245,,,,family,Family,
370,Kunama,Africa,14.5879,37.5292,kuna1268,ER;ET;SD,,,language,Spoken_L1_Language,1
371,Chimakuan,North America,47.632,-123.079,chim1311,US,,,family,Family,
372,Ticuna-Yuri,,-2.5108855,-69.92852049999999,ticu1244,,,,family,Family,
373,Cotoname,North America,25.9116,-97.3956,coto1248,MX,,,language,Spoken_L1_Language,6
374,Tsimshian,,53.867765000000006,-128.59027250000003,tsim1258,,,,family,Family,
375,Nuclear-Macro-Je,,-16.06243178372748,-52.65639822825984,nucl1710,,,,family,Family,
376,Mairasic,,-3.5164766666666663,134.41866666666667,mair1253,,,,family,Family,
377,Kartvelian,,42.39020125,42.6243925,kart1248,,,,family,Family,
378,South-Eastern Tasmanian,,-43.180844,147.0666505,sout1293,,,,family,Family,
379,Tuu,,-27.316607222222224,21.901481055555557,tuuu1241,,,,family,Family,
380,Guachi,South America,-19.5572257,-57.5663223,guac1239,BR,,,language,Spoken_L1_Language,6
381,Araucanian,,-39.4043,-72.02199999999999,arau1255,,,,family,Family,
382,Xukurú,South America,-8.6606156,-37.0869089,xuku1239,BR,,,language,Spoken_L1_Language,6
383,Dagan,,-9.755771557860562,149.4751916726587,daga1274,,,,family,Family,
384,Angan,,-7.161040826980455,146.14797340650165,anga1289,,,,family,Family,
385,Abun,Papunesia,-0.57073,132.416,abun1252,ID,,,language,Spoken_L1_Language,3
386,Washo,North America,38.8184,-119.64,wash1253,US,,,language,Spoken_L1_Language,4
387,Muskogean,,31.685553333333328,-87.61149777777779,musk1252,,,,family,Family,
388,Elamite,Eurasia,31.1833,48.2333,elam1244,IR,,,language,Spoken_L1_Language,6
389,Chocoan,,6.733067083333334,-76.96017,choc1280,,,,family,Family,
390,Boran,,-1.4327294999999998,-72.340983,bora1262,,,,family,Family,
391,West Bird's Head,,-1.2473341666666666,131.61233333333334,west1493,,,,family,Family,
392,Nyimang,,12.272649999999995,30.09715,nyim1244,,,,family,Family,
393,Tequistlatecan,,16.179875,-95.68445,tequ1244,,,,family,Family,
394,Turama-Kikori,,-7.226213333333334,143.99263166666668,tura1263,,,,family,Family,
395,Lakes Plain,,-2.948737519257649,137.70211040561608,lake1255,,,,family,Family,
396,Ramanos,South America,-14.3019482,-67.3590894,rama1271,BO,,,language,Spoken_L1_Language,6
397,Kuliak,,3.3278775,34.2493525,kuli1252,,,,family,Family,
398,Kanoê,South America,-12.1789,-64.5812,kano1245,BR,,,language,Spoken_L1_Language,5
399,Mangarrayi-Maran,,-14.839683333333332,134.22533333333337,mang1423,,,,family,Family,
400,Burmeso,Papunesia,-2.47582,138.203,burm1264,ID,,,language,Spoken_L1_Language,3
401,Chono,South America,-44.298692,-73.879395,chon1248,CL,,,language,Spoken_L1_Language,6
402,Cochimi-Yuman,,30.42480280500007,-114.62952016399991,coch1271,,,,family,Family,
403,Dravidian,,22.00069493059004,79.45764897410312,drav1251,,,,family,Family,
404,Bosavi,,-6.336264377865483,142.68752318154966,bosa1245,,,,family,Family,
405,Puri-Coroado,,-21.21983,-44.1616695,puri1261,,,,family,Family,
406,Kungarakany,Australia,-12.7,130.881,kung1259,AU,,,language,Spoken_L1_Language,6
407,Keresan,,35.24745,-106.985,kere1287,,,,family,Family,
408,Bilua,Papunesia,-7.92388,156.663,bilu1245,PG;SB,,,language,Spoken_L1_Language,3
409,Puelche,South America,-42.223,-68.666,puel1244,AR,,,language,Spoken_L1_Language,6
410,Iberian,Eurasia,40.624,0.212401,iber1250,ES,,,language,Spoken_L1_Language,6
411,Kunza,South America,-23.0,-69.0,kunz1244,CL,,,language,Spoken_L1_Language,6
412,Laal,Africa,10.0063,17.6143,laal1242,TD,,,language,Spoken_L1_Language,3
413,Alsea-Yaquina,North America,44.408,-123.94,alse1251,US,,,language,Spoken_L1_Language,6
414,Gumuz,,10.9021,35.64815,gumu1250,,,,family,Family,
415,Tamaic,,14.1199,22.0722,tama1329,,,,family,Family,
416,Mongolic-Khitan,,42.9470043223832,106.42138010513068,mong1349,,,,family,Family,
417,Austroasiatic,,15.275580145000047,97.74089603000004,aust1305,,,,family,Family,
418,Puquina,South America,-15.8992,-69.9611,puqu1242,BO,,,language,Spoken_L1_Language,6
419,Gule,Africa,11.8336,33.6929,gule1241,SD,,,language,Spoken_L1_Language,6
420,Kimki,Papunesia,-4.2742,140.884,kimk1238,ID,,,language,Spoken_L1_Language,3
421,Yana,North America,39.2769,-121.608,yana1271,US,,,language,Spoken_L1_Language,6
422,Omurano,South America,-4.09028,-76.01,omur1241,PE,,,language,Spoken_L1_Language,6
423,Marrku-Wurrugu,,-11.27315,132.445,marr1257,,,,family,Family,
424,Gaagudju,Australia,-12.5176,132.643,gaga1251,AU,,,language,Spoken_L1_Language,6
425,Nakh-Daghestanian,,42.27952944913645,46.28465264311167,nakh1245,,,,family,Family,
426,Taulil-Butam,,-4.457973,152.17033700000002,taul1250,,,,family,Family,
427,Saliban,,4.8956125,-68.276825,sali1297,,,,family,Family,
428,Aikanã,South America,-12.6695,-60.5353,aika1237,BR,,,language,Spoken_L1_Language,2
429,Fulniô Proper,South America,-9.02591,-37.1402,fuln1248,,fuln1247,,dialect,Dialect,
430,Yatê,South America,-9.02591,-37.1402,yate1241,,fuln1247,,dialect,Dialect,
431,Zoque,,17.321618979374275,-94.03731178184252,zoqu1261,,mixe1284,,family,Family,
432,Mixe,,16.662185928320202,-94.3785014179612,mixe1286,,mixe1284,,family,Family,
433,Northern North Halmahera,,1.0919270364713851,127.68355624954916,nort2924,,nort2923,,family,Family,
434,West Makian,Papunesia,0.45332,127.63,west2600,ID,nort2923,nort2923,language,Spoken_L1_Language,2
435,Taparita,South America,7.65,-67.6,tapa1262,VE,otom1276,,language,Spoken_L1_Language,6
436,Otomaco,South America,7.6197859,-66.4990389,otom1301,VE,otom1276,,language,Spoken_L1_Language,6
437,Kaibu,Papunesia,-6.62687,143.284,kaib1243,,fasu1242,,dialect,Dialect,
438,Some,Papunesia,-6.62687,143.284,some1244,,fasu1242,,dialect,Dialect,
439,Namome,Papunesia,-6.62687,143.284,namo1245,,fasu1242,,dialect,Dialect,
440,Core Chibchan,,8.964296505281874,-78.42658759401216,core1252,,chib1249,,family,Family,
441,Pech,North America,15.8033,-85.558,pech1241,HN,chib1249,chib1249,language,Spoken_L1_Language,4
442,Outer Nimboranic,,-2.57601375,140.31037500000002,oute1261,,nimb1257,,family,Family,
443,Nimboran,Papunesia,-2.5803,140.179,nucl1633,ID,nimb1257,nimb1257,language,Spoken_L1_Language,4
444,Western Atakapa,North America,30.9121,-93.0827,west2881,,atak1252,,dialect,Dialect,
445,Eastern Atakapa,North America,30.9121,-93.0827,east2802,,atak1252,,dialect,Dialect,
446,Bolgar,,52.0792455,44.946107,bolg1249,,turk1311,,family,Family,
447,Common Turkic,,47.75480642531373,76.43364514349298,comm1245,,turk1311,,family,Family,
448,Mombum,Papunesia,-8.27141,138.773,nucl1452,ID,momb1255,momb1255,language,Spoken_L1_Language,3
449,Koneraw,Papunesia,-8.37424,138.0675,kone1241,ID,momb1255,,language,Spoken_L1_Language,3
450,Eastern Saharan,,16.0771,24.6463,east2432,,saha1256,,family,Family,
451,Western Saharan,,15.292795666666668,14.21246533333333,west2505,,saha1256,,family,Family,
452,Majang,Africa,7.71,34.97,maja1242,ET,surm1244,surm1244,language,Spoken_L1_Language,1
453,South Surmic,,6.053997541666667,34.97676691666666,sout2836,,surm1244,,family,Family,
454,Northeast Fuyug,Papunesia,-8.6371,147.312,nort2929,,fuyu1242,,dialect,Dialect,
455,West Fuyug,Papunesia,-8.6371,147.312,west2603,,fuyu1242,,dialect,Dialect,
456,North-South Udab,Papunesia,-8.6371,147.312,nort2928,,fuyu1242,,dialect,Dialect,
457,Central Udab,Papunesia,-8.6371,147.312,cent2124,,fuyu1242,,dialect,Dialect,
458,Siawi,Papunesia,-4.05312,141.42,siaw1243,PG,amto1249,amto1249,language,Spoken_L1_Language,4
459,Amto,Papunesia,-4.12165,141.339,amto1250,PG,amto1249,,language,Spoken_L1_Language,3
460,Defaka,Africa,4.58451,7.50186,defa1248,NG,ijoi1239,ijoi1239,language,Spoken_L1_Language,4
461,Ijo,,4.822345531823114,6.374341021090737,ijoo1239,,ijoi1239,,family,Family,
462,Garza,North America,26.1333,-98.4667,garz1234,MX,come1251,,dialect,Dialect,6
463,Mamulique,North America,26.1333,-98.4667,mamu1257,MX,come1251,,dialect,Dialect,6
464,Comecrudo,North America,26.1333,-98.4667,come1253,,come1251,,dialect,Dialect,
465,Tirio,,-8.437020667992517,142.7804655308871,tiri1259,,anim1240,,family,Family,
466,Inland Gulf of Papua,,-7.516599211214941,144.1784628546941,inla1262,,anim1240,,family,Family,
467,Marind-Boazi-Yaqai,,-7.049831666666666,140.2135,mari1437,,anim1240,,family,Family,
468,Southern Wakashan,,49.12161412850002,-125.6676973305,sout2981,,waka1280,,family,Family,
469,Northern Wakashan,,52.63985,-127.93325,nort2964,,waka1280,,family,Family,
470,Gwama,Africa,9.50836,34.2457,kwam1249,ET,koma1264,koma1264,language,Spoken_L1_Language,2
471,Central Koman,,8.961001,33.9717865,opuu1238,,koma1264,,family,Family,
472,Tima,Africa,11.7176,29.1632,tima1241,SD,katl1246,katl1246,language,Spoken_L1_Language,3
473,Katla-Julud,,11.665754,29.4176465,katl1236,,katl1246,,family,Family,
474,Southern Tangkic,,-17.224674999999998,139.091,sout2758,,tang1340,,family,Family,
475,Lardil,Australia,-16.56152,139.4343,lard1243,AU,tang1340,tang1340,language,Spoken_L1_Language,5
476,Zaparo-Abishira,,-2.659155,-75.45255,zapa1252,,zapa1251,,family,Family,
477,Iquito-Arabela,,-3.0742200000000004,-74.89604,iqui1244,,zapa1251,,family,Family,
478,Gooniyandi,Australia,-18.4073,126.351,goon1238,AU,buna1274,buna1274,language,Spoken_L1_Language,4
479,Bunaba,Australia,-17.8297,125.631,buna1275,AU,buna1274,,language,Spoken_L1_Language,5
480,Guayabero,South America,2.8969,-71.844,guay1257,CO,guah1252,,language,Spoken_L1_Language,2
481,Nuclear Guahiboan,,6.313337499999999,-70.5869125,nucl1828,,guah1252,,family,Family,
482,Doso,Papunesia,-7.85806,142.656,doso1239,PG,doso1238,,language,Spoken_L1_Language,2
483,Turumsa,Papunesia,-7.93238,142.568,turu1250,PG,doso1238,,language,Spoken_L1_Language,5
484,Horuru,Papunesia,-3.12875,129.387,horu1241,ID,book1242,,language,Bookkeeping,
485,Pending Report Release,,,,pend1244,,book1242,,family,Pseudo_Family,
486,Shuadit,Eurasia,44.1692,5.06601,shua1252,FR,book1242,,language,Bookkeeping,6
487,Sansu,Eurasia,21.6402,100.099,sans1276,MM,book1242,,language,Bookkeeping,
488,Olkol,Australia,-15.2,142.4,olko1234,AU,book1242,,language,Bookkeeping,5
489,Tlalitzlipa Nahuatl,,,,tlal1234,,book1242,,language,Bookkeeping,
490,Northern Zhuang,,,,nort3249,,book1242,,language,Bookkeeping,
491,"K'iche', Cunén",North America,,,kich1264,GT,book1242,,language,Bookkeeping,
492,Aghu Tharnggalu (Retired),Australia,-15.0,144.0,aghu1256,AU,book1242,,language,Bookkeeping,6
493,"K'iche', Eastern",North America,,,kich1265,GT,book1242,,language,Bookkeeping,
494,Southern Pesisir,,,,sout3224,,book1242,,language,Bookkeeping,
495,"Tzeltal, Bachajón",North America,16.64,-92.28,tzel1255,MX,book1242,,language,Bookkeeping,
496,Chilean Quechua,South America,-23.7036,-67.7604,chil1283,CL,book1242,,language,Bookkeeping,
497,Yarsun,Papunesia,-2.21222,139.472,yars1234,ID,book1242,,language,Bookkeeping,3
498,Wahau Kayan,Papunesia,1.42088,116.6795,waha1239,ID,book1242,,language,Bookkeeping,2
499,Tareng,Eurasia,15.4928,107.296,tare1239,LA;VN,book1242,,language,Bookkeeping,1
500,Ndonde Hamba,Africa,-10.5584,38.1253,ndon1252,TZ,book1242,,language,Bookkeeping,2
501,Jaruára,,,,jaru1257,,book1242,,language,Bookkeeping,
502,Nde-Gbite,Africa,7.065,10.47,ndeg1238,NG,book1242,,language,Bookkeeping,1
503,Laba,Papunesia,1.66675,127.583,laba1241,ID,book1242,,language,Bookkeeping,2
504,Ija-Zuba,Africa,8.97183,6.9861,ijaz1238,NG,book1242,,language,Bookkeeping,1
505,Chipiajes,South America,3.08332,-71.1667,chip1236,CO,book1242,,language,Bookkeeping,6
506,Khiamniungan Naga (Retired),,,,khia1237,,book1242,,language,Bookkeeping,
507,Ayi (China),Eurasia,27.1213,98.8684,ayic1234,CN,book1242,,language,Bookkeeping,
508,Savara,Eurasia,18.7302,84.1414,sava1244,IN,book1242,,language,Bookkeeping,
509,Aramanik,Africa,-2.90656,37.3491,aram1252,TZ,book1242,,language,Bookkeeping,6
510,Arakwal,Australia,,,arak1254,AU,book1242,,language,Bookkeeping,6
511,Silt'e (Retired),,,,silt1241,,book1242,,language,Bookkeeping,
512,Takpa (Retired),Eurasia,28.1652,88.4254,takp1246,CN,book1242,,language,Bookkeeping,
513,Amapá Creole,,,,amap1241,,book1242,,language,Bookkeeping,
514,"Mam, Central",North America,,,mamc1234,GT,book1242,,language,Bookkeeping,
515,Tetete,South America,-0.02668,-76.5761,tete1252,EC,book1242,,language,Bookkeeping,6
516,Phangduwali,Eurasia,27.15945,87.35371,phan1256,NP,book1242,,language,Bookkeeping,3
517,Malakhel,Eurasia,33.0726,69.0719,mala1431,AF,book1242,,language,Bookkeeping,
518,Northwestern Tamang,Eurasia,27.9087,85.1648,nort3144,NP,book1242,,language,Bookkeeping,1
519,Tingal,Africa,12.1797,31.1244,ting1253,SD,book1242,,language,Bookkeeping,
520,Lang'e,Eurasia,,,lang1333,CN,book1242,,language,Bookkeeping,1
521,Adap,Eurasia,27.141,90.3369,adap1234,BT,book1242,,language,Bookkeeping,
522,"Tzotzil, Zinacantán",North America,16.64,-92.74,tzot1264,MX,book1242,,language,Bookkeeping,
523,Geman Deng,,,,gema1236,,book1242,,language,Bookkeeping,
524,Southwestern Tamang,Eurasia,27.5722,84.9036,sout2718,NP,book1242,,language,Bookkeeping,
525,Ranau (Retired),,,,rana1249,,book1242,,language,Bookkeeping,
526,Beti (Cameroon),Africa,3.22265,11.6896,beti1250,CM,book1242,,language,Bookkeeping,
527,Kiorr,Eurasia,21.0684,101.211,kior1239,LA;MM,book1242,,language,Bookkeeping,2
528,Desiya,Eurasia,18.965,82.646,desi1235,IN,book1242,,language,Bookkeeping,1
529,Sufrai,,,,tarp1241,,book1242,,language,Bookkeeping,
530,Quetzaltepec Mixe,North America,16.92147,-95.67269,quet1239,MX,book1242,,language,Bookkeeping,2
531,"Chuj, Ixtatán",North America,,,chuj1251,GT;MX,book1242,,language,Bookkeeping,
532,Southern Betsimisaraka Malagasy (Retired),Africa,-20.8687,48.1108,sout3125,MG,book1242,,language,Bookkeeping,
533,Wirangu-Nauo,Australia,-31.6356,131.719,wira1260,AU,book1242,,language,Bookkeeping,
534,Lyons Sign Language,Eurasia,48.5642,2.36811,lyon1239,FR,book1242,,language,Bookkeeping,
535,Taensa,North America,,,taen1234,US,book1242,,language,Bookkeeping,
536,Bisu (Retired),,,,bisu1247,,book1242,,language,Bookkeeping,
537,Bhalay,Eurasia,21.2665,77.8268,bhal1245,IN,book1242,,language,Bookkeeping,1
538,Alaguilac,North America,,,alag1249,GT,book1242,,language,Bookkeeping,
539,Dhanwar (India),Eurasia,23.0613,83.1644,dhan1267,IN,book1242,,language,Bookkeeping,
540,Yuanjiang-Mojiang Yi,,,,yuan1242,,book1242,,language,Bookkeeping,
541,Maramba,Papunesia,-4.23908,143.735,mara1407,PG,book1242,,language,Bookkeeping,1
542,Tai Pao (Retired),Eurasia,19.1282,104.225,taih1245,LA;VN,book1242,,language,Bookkeeping,
543,Sara Dunjo,Africa,8.99175,19.9446,sara1320,CF;TD,book1242,,language,Bookkeeping,
544,Aiku,,,,aiku1240,,book1242,,language,Bookkeeping,
545,Buxinhua,,,,buxi1237,,book1242,,language,Bookkeeping,
546,Madang (Malaysia),,,,mada1299,,book1242,,language,Bookkeeping,
547,Lambichhong,Eurasia,27.0543,87.2168,lamb1277,NP,book1242,,language,Bookkeeping,4
548,Khua,Eurasia,17.402,106.021,khua1243,LA;VN,book1242,,language,Bookkeeping,1
549,Lua',Eurasia,19.1198,101.217,luaa1235,LA;TH,book1242,,language,Bookkeeping,
550,Gbati-ri,Africa,2.98585,28.7911,gbat1238,CD,book1242,,language,Bookkeeping,
551,Kwak,Africa,6.66524,11.1087,kwak1264,NG,book1242,,language,Bookkeeping,
552,Toala',Papunesia,,,toal1234,ID,book1242,,language,Bookkeeping,
553,"Kaqchikel, Santo Domingo Xenacoj",North America,14.47,-90.99,kaqc1278,GT,book1242,,language,Bookkeeping,
554,Malay (individual language),,,,mala1546,,book1242,,language,Bookkeeping,
555,Wumeng Yi,,,,wume1236,,book1242,,language,Bookkeeping,
556,Chittagonian (Retired),,,,chit1285,,book1242,,language,Bookkeeping,
557,Calo,Eurasia,40.8339,-3.5144,calo1235,ES,book1242,,language,Bookkeeping,
558,Piru,Papunesia,-3.05368,128.197,piru1241,ID,book1242,,language,Bookkeeping,4
559,Gowli,Eurasia,21.7726,77.3733,gowl1241,IN,book1242,,language,Bookkeeping,1
560,Auvergnat,,,,auve1240,,book1242,,language,Bookkeeping,
561,Cagua,South America,3.99999,-74.0,cagu1236,CO,book1242,,language,Bookkeeping,6
562,"K'iche', San Andrés",North America,,,kich1263,GT,book1242,,language,Bookkeeping,
563,Gamo-Gofa-Dawro,Africa,6.57645,37.1381,gamo1244,ET,book1242,,language,Bookkeeping,
564,Ranya,Eurasia,,,rany1238,,book1242,,language,Bookkeeping,
565,Parsi-Dari,Eurasia,32.994,58.624,pars1252,IR,book1242,,language,Bookkeeping,1
566,Pu Ko,Eurasia,20.2551,101.731,puko1234,LA,book1242,,language,Bookkeeping,
567,Laopang,Eurasia,20.7809,100.079,laop1234,LA,book1242,,language,Bookkeeping,1
